,sentence,label
1038,와 쟤네 몇살이냐? 존나 병신같네,욕설
1039,당장 롤갤에서도 미친듯이 쳐까는 데 여시라고 다를까 ㅋㅋ,욕설
1040,미친년들 지들은 내지도 관심도 보태지도 않으면서,욕설
1041,쿵쾅이년들이 살찐 손가락으로 타자는 잘치노,욕설
1042,저런 ㅆㅎㅌㅊ 계집년들 반응 봐서 뭐하냐 ㅋㅋ,욕설
1043,병신같은년들 전구박고 계쌔게 떄리고싶다,욕설
1044,이새끼들 왤캐 주제를 모르냐,욕설
1045,보전깨하고 싶다 저 미친시발년들,욕설
1046,근데 그 수준에서도 저지랄이면 걍 애초에 좆병신이라는 뜻,욕설
1047,병신짓엔 지위가 없다,욕설
1048,높으니까 저지랄할수있는거지 ㅋㅋ 낮으면 알아서 사리지,욕설
1049,병신짓엔 자위가 없다,욕설
1050,그만하십시다 이지랄 ㅋㅋ,욕설
1051,근데 3급이 줫나 나대긴햇는데,욕설
1052,ㅅㅂ 개쩌는 사람들이었누,욕설
1053,선임들이 장기 안하면 존나 패서 어쩔수없이 장기했다함,욕설
1054,지금도 병장이 말뚝박는다하면 하사는 달아준다 무슨 존나힘든것처럼 얘기하내,욕설
1055,지럴하네 옛날에도 행시는 귀족이었어,욕설
1056,쟤들이 병신들이긴 한데 너랑 급이 달라,욕설
1057,맨왼쪽새끼 박수치고있네 ㅋㅋㅋ,욕설
1058,새끼 지랄 떠니까 박수치고 지랄 났네. 개새끼들,욕설
1059,병신들 ㅋㅋㅋㅋ 가지가지들한다 가지가지들 해,욕설
1060,윗대가리새끼들은 수천년이 지나도 현재진행형,욕설
1061,븅신같은새끼들 관심을 뭐하러주냐,욕설
1062,시발 ㅋㅋㅋ 박서준도 연기하면서 현타존나오겠다,욕설
1063,표정도 존나 근엄하고 시발ㅋㅋ,욕설
1064,이렇게 남 비난하는 새끼치고 지 일 똑바로 하는 새끼 없음,욕설
1065,평소에 좆꿀빨다가 뭔사건만생기면,욕설
1066,세상일은 지들이 다하는거마냥 깝치는게 존나역겨움,욕설
1067,좆무원들 철밥통속에서 개지랄발광하는거,욕설
1068,병신ㅋ 백퍼 집구석 백수 인생 쓰레기네ㅋ,욕설
1069,씹박봉 거지새끼들이ㄲㅋㅋ,욕설
1070,대가리가 병신이니 아랫사람이 좆뱅이치네,욕설
1071,얼마나 앰생이면 월이백따리 공무원이 부러워서 이러노ㅋㅋ,욕설
1072,공무원 씹새끼들 과장 존나 심하네ㅋㅋ,욕설
1073,그렇게 부러우면 하면 되잖아 빙신들아,욕설
1074,좆같으면 그만두면되지 ㅋㅋ,욕설
1075,돈 받고 일하면서 시발 ㅋ,욕설
1076,좆소다니는 새끼들 공무원한테 열등감 폭발하는거보소,욕설
1077,보지 존나 넓나보네,욕설
1078,존나 괘씸하네 보지에 싸커킥 꽂고싶다,욕설
1079,어쩌라고 병신년아ㅋㅋ,욕설
1080,그러니까 변호사 이미지가 씹창이지 그저 돈만 밝히는 모리배 속물들,욕설
1081,술 쳐먹고 민폐 끼치는 새끼들 진짜 개씹극혐,욕설
1082,안취해서막은거면 더병신인데,욕설
1083,싸가지 없는 새끼,욕설
1084,에라이 빌어먹을 새끼,욕설
1085,병신엠창새끼야 아가리싸닫으라햇지,욕설
1086,그지 버러지새끼때문에 고생하셨네요,욕설
1087,잭키 씨발ㄴ련아 거지같이 살지 마,욕설
1088,와고에는 인생 포기한 븅신들이 너무 많습니다,욕설
1089,진짜 좆같은 시대구나,욕설
1090,중국 저새기들은 8만에서 숫자 안늘어나네,욕설
1091,완치자도 씹구라일듯 ㅋㅋ,욕설
1092,중국은 시벌 그냥 도시폐쇄하고 확진자집대문에 용접하고 군인들 총들고 지켜버리는데,욕설
1093,병신새끼 반대로 사람이 그렇게 많은데 매일 수천명 늘어나다 갑자기 한명도 안 늘어나는거 보면 조작질이라고 생각해,욕설
1094,짱깨새끼들 장기적출기술만 세계최고급이고,욕설
1095,섹스하려면 별 개지랄을 다해야됨,욕설
1096,너같은 존못 바퀴벌레새끼들인데 하고싶겟냐,욕설
1097,결국 본능이잖아 섹스는 씨발련들아 섹스해보고싶다,욕설
1098,패배자새끼가 본능 ㅇㅈㄹ ㅋㅋ,욕설
1099,나도 섹스하고싶다 시발,욕설
1100,섹스만 보면 해볼 순 있긴하지,욕설
1101,여자가 섹스하기 유리하고 자시고 이딴게 왜 쿨타임만차면 실인게 쳐오냐 와붕이들이 여자로 태어났다고 섹스할수있겠냐,욕설
1102,와붕이들이 여자로 태어나도 섹스 가능하지 당연히,욕설
1103,여기선 더 지랄하고 있네 ㅋㅋ,욕설
1104,바로 윗글에 여자들끼리 외모가지고 욕하는거 보면서 개지랄 염병떨면서,욕설
1105,삼성생명 빨아제끼는 언론이 병신임,욕설
1106,응 국민연금 좆발랐다고 하냐,욕설
1107,응 좆이나 까잡숴 최대한 안내는게 좋다,욕설
1108,지가 투자 왜 못하게 했냐고 개지랄병 떠는애들임,욕설
1109,걍 뭘하든 욕쳐하는 병신,욕설
1110,지랄병안떨테니 안가져갔으면,욕설
1111,씨발 다 맞는 말인데,욕설
1112,저거 내주는 순간 3개월후부터는 갑질 존나할각이네ㅋ,욕설
1113,차라리 창녀처럼 보지라도 팔아서 스스로 했어야지,욕설
1114,뭐든 시발 날로 처먹으려고하네,욕설
1115,병신같은 년들. 숨도 대신 쉬어 달라고 하지 그러냐,욕설
1116,몸팔아서 모으면 금방이겟구만 아 아무도 안사먹나,욕설
1117,시발뭔 쓰레기 같은당 창당한다고 저짓거리하고있냐,욕설
1118,딱 존나 내로남불 좆같은 인상의 감성팔이 급진 소수자 그 이상 그 이하도 아님,욕설
1119,남은 안 되고 나는 되는 씨발년임,욕설
1120,저 씨벌년 목소리 ㅈ 같음 들어보면 발음도 병신임,욕설
1121,환경운동가 씨발련들아 짱깨 해상원전에 대해서도 한마디 해줘라 이 씨발련들,욕설
1122,뭔 씨발 좌좀들 입맛에만 안 맞으면 극우타령,욕설
1123,툰베리 씨발련 우리나라년 아니라서 개욕해도 고소 안당해서 너무 좋다,욕설
1124,위에 ㅈ빻은년 진짜 중국돈받은 이중인격자임,욕설
1125,씹벌레샠기같ㅋㅋㅋ사과는 하고 런해야지,욕설
1126,개소리 씨부리다가 팩트나오니까 병신같은 헛소리 우물우물거리네 추하다 씨발새꺄 ㅋㅋㅋ,욕설
1127,치마속이라서 그러는거냐 병신새끼야 얼굴 안나오면 도촬이어도 만사 오케이마냥 지껄이니까 그러지 일베충새끼,욕설
1128,으휴 노답씹선비새끼,욕설
1129,도촬아닌거 밝혀지니까 바로 런하네 씨발 ㅋㅋ,욕설
1130,병신새끼 ㅋㅋ 베댓 됐다고 망신 당해도 삭제도 안하네ㅋㅋㅋ,욕설
1131,저세기 찐따임 이해좀,욕설
1132,병신 물소 찐따,욕설
1133,이제동이 일등공신인건 생각못하네 빡대가리새끼,욕설
1134,이 병신들은 허구한 날에 여캠 아니면 테사기 프사기로 싸우기만 하네,욕설
1135,개좆같은 맵 깔아놓은 새끼들이 잘못이지,욕설
1136,테테 재미없다고 하는새끼들은 테테 볼줄 모르는 스알못이라서,욕설
1137,시발 주최자가 걱정해야 하는거고,욕설
1138,맵만든 븅신새끼랑 대회주최자가 븅신짓해놓고 욕은 테란이먹네,욕설
1139,병신새끼들인가? 테테전도 개꿀잼인데 시발련들이 그냥 뭐만 하면 까려고 씹새끼들 확 주패삘라,욕설
1140,애미뒤진 포크족새끼들은 진짜 애미가싹다뒈져버렸나,욕설
1141, 낫다고하는 애미뒤진 도덕관을 가진댓글을 베댓주작하네,욕설
1142,테란한테는 16강부터 지랄하네 프짱깨들,욕설
1143,막짤 빼꼼무새 씨발 ㅌㅋㅋ,욕설
1144,개웃기네 시밬ㅋㅋㅋㅋ,욕설
1145,5번이랑 막짤 ㅆㅣ바ㅋㅋㅋㅋ 겁나 얄밉네ㅋㅋ,욕설
1146,아씨발 이번주웃을거 다 처웃고가네,욕설
1147,겜하는새끼 반응속도가 개앰창이네,욕설
1148,저런 새기들도 심상정식 비례대표 하면 1석씩 가져 갈 확률이 있다는거잖아? 개좆같네,욕설
1149,칼만안들었지 날강도새끼들이네,욕설
1150,먼 거지새끼들이 당을 쳐만들었놐,욕설
1151,그 새끼들 따까리 자처하면서 똑같은길 걸어가려는 병신새끼들 하는 짓이 거기서 거기지 뭐,욕설
1152,미친새끼들 ㅋㅋㅋㅋ하나부터 열까지 지스스로 할 수 있는게 없는데 정치를 한다고 염병을 하고 있냐,욕설
1153,아니 씨발ㅋㅋㅋㅋ,욕설
1154,뭘 돌려줘 미친씨발 보지년들이,욕설
1155, 개 ㅈㄹ하면서 누가 지들한테 기부하길 원하는것도 양심 더럽게 없다 진짜,욕설
1156,저런 새끼들이 혹여 정권 잡으면 진짜 베네수엘라 꼴을 넘어서서 거의 석기시대급으로 강제 퇴보일듯,욕설
1157,진짜 문발럼 땜에 나라 잘돌아간다,욕설
1158,뭐든 시발 날로 처먹으려고하네,욕설
1159,병신같은 년들. 숨도 대신 쉬어 달라고 하지 그러냐,욕설
1160,당신의 자지를 빌려주세요,욕설
1161,진짜 개병신이네,욕설
1162,병신짓하는건 컨셉이냐 진짜냐,욕설
1163,개좆같은  프레임 씌우는건,욕설
1164,씨발  10시언은  어떤 개 좆같은 씨발년이 만들어서,욕설
1165,니 애미는 왜안함,욕설
1166,오 시바 존나 멋져,욕설
1167,개천재네 시발 저선생님 앞으로 특허부터 내고 시작했으면좋겠다,욕설
1168,니인생도 설계못하는새기가 남이한걸 어떻게알겟냐,욕설
1169,저거 하지말라고 내가 지랄함,욕설
1170,너도 다른사람 하는 짓에 ㅂㅅ같다며 오지랖부리는 조선인 종특 못벗어나,욕설
1171, 너랑 묶어서 끌고들어가지마라 좆같게,욕설
1172,이길라고 언제함 너가병신인만큼 딱그만큼 나도 병신이라 말하는데,욕설
1173,존나 입만터네시발ㅋㅋ,욕설
1174,하여튼 시바 주둥이만 살아가지고,욕설
1175,시벌 니가 뭔데 입을터냐마냐야,욕설
1176,병신들 ㅋㅋㅋ 증기기관이 처음부터 실용적이게 나온줄아나ㅋㅋㅋ,욕설
1177,니가 뭔데 빨아주니마니해 븅신아ㅋㅋ,욕설
1178,공돌이새끼들 존나 입터네,욕설
1179,이런 눈속임들 진짜 개같음,욕설
1180,이딴 숫자 장난치면 좃되는거 무슨 법 만들면 안됨,욕설
1181,지들이 더 더러운짓하고 무능하니 사람들이 더 열받지 개같은 문재앙 새끼,욕설
1182,시발 자영업자들 가게 문닫으니까,욕설
1183,문재앙 이 개새끼는 능력은 진짜 좆도 없는데 잘난척은 존나게 하고싶어 한다,욕설
1184,그러니까 좆도 어이없는 거짓통계로 즈그 정부는 잘하고 있다고 지랄을 매일같이 함,욕설
1185,개줫같은 공산주의 정책,욕설
1186,눈치가 있으면 씨발 있는 그대로 산출해서,욕설
1187,와고 좆선족새끼들 제보해야겠다,욕설
1188,애미추의 하명이 있을 예정입니다,욕설
1189,여기 댓글 추천다 문재인안찍은 새끼들 맞지,욕설
1190,온갖ㅈㄹ떨면서 꼰대냐 틀딱이냐 ㅇㅈㄹ,욕설
1191,시발 저딴게 나오노 ㅋㅋㅋㅋㅋㅋ,욕설
1192,저런씨발새끼는 자지다짜르고 평생 병신으로 살아가야함 자식새끼도 다죽이고,욕설
1193,에휴 저런새끼들이 무슨 나라를 지키고 국방의 의무를 수행했다느니 생색을 떨고있냐,욕설
1194,니 애비가 술 처먹고 들어와서 니 애미 복날 개패듯 때려도,욕설
1195,니 애미는 좋다고 씹물 질질 흘리는 년,욕설
1196,옆집 노가다 김씨한테 따먹히다가 공사장에서 떼씹하고,욕설
1197,다른 자지 못박히게 보지에 시멘트 공사 당한년,욕설
1198,성립하는거 모르는새끼들 많은데 너 이번에 똑똑히 알려줄게,욕설
1199,다 장난이지 병신새끼들아 ㅋㅋㅋ,욕설
1200,이새기 어그로 잘끄네,욕설
1201,차라리 폰 좆대로 사용하다 걸린 폐급 11명만 조지던가,욕설
1202,핸드폰하는 병사나 시발 든든한 조합이다,욕설
1203,나 군필인데 아니 시발 나이20먹고 폰 못하게 하는게 더 이상한거지 폰쓴다고 지랄하는게 너무 비상식적임,욕설
1204,영창보내는것도 시발ㅋㅋ 전세계 어느나라 군대를봐도 폰썼다고 우리만큼 강력제재하는 나라는 없을거야,욕설
1205,이지랄 하는데 뭐 병사가 일개 비밀정도 알수있다 쳐도 상식적으로 병한테 상급비밀을 알려주겠나,욕설
1206,오우시발 내가 라떼는 이란말 쓸줄은 생각도못했네,욕설
1207,아니 휴대폰한새끼들은 조져야지 전병력을 조지노,욕설
1208,씨발 여자는 밖에서 멀쩡히 돈받고일하고 남자만 ㅈㄹ하는게 말이안됨,욕설
1209,시발 이제 한국에 화풀이 하겠누,욕설
1210,짱개년들 양심도 없어,욕설
1211,와 씨팔 오진다 진짜 개 오진다,욕설
1212,우한폐렴이지 문재인 개새끼야,욕설
1213,이거 북한 새끼들 아니면 말이 안된다고,욕설
1214,근데 시벌 중궈새끼들 개입이 있었을 줄이야,욕설
1215,웬만한 픽션보다 더 참혹하고 좆같은게 현실세계임,욕설
1216,현실은 막가긴 니미시발ㅋㅋㅋ 느와르 영화들이 현실미화였죠,욕설
1217,근데 ㅅㅂ 동반입대까지 할정도 사이인데 친구새끼 레알 애me 없네,욕설
1218,얼핏 하두 좆같았던 판례 본 기억이 나는데,욕설
1219,친구도 시발새끼고 마누라도 개걸레년,욕설
1220,개씨발 애미애비부터 다 병신들이네,욕설
1221,존나 덤덤하게 얘기하네,욕설
1222,시발 한국아침드라마  작가들 반성해라,욕설
1223,좆같은 상황이긴 하지만 어쩌겠누,욕설
1224,친구라는  개새끼하고  개걸레년하고  개걸레낳은  씹걸레 새끼들  다 대가리  깨져야되는데,욕설
1225,병신 개걸레년들 평생 자살이나 하지말고 존나 큰 고통 느끼면서 살다 가길,욕설
1226,보지가 뇌를 지배한년,욕설
1227,자지가 뇌를 지배한새끼,욕설
1228,뇌에 지방이 살구나 이새끼,욕설
1229,급발진하는바람에 병신이 베댓가버렸네,욕설
1230,얘만 병신새끼 취급받고 말았을텐데,욕설
1231,무시해 병신들임ㅋㅋㅋ,욕설
1232,뭔 개소리야 내가 빅스 좋아해서 몇 년 동안 얘네 나오는 거 다 보고 해서 인성 좋은 게 딱 보인다 한건데,욕설
1233,존나 웃긴 게 너도 내가 비추 누른다는 증거 없으면서,욕설
1234,보지가 진짜 벼슬이긴 하네,욕설
1235,진짜 엽기네 나라꼴시발,욕설
1236,에휴 씹노잼초딩롤따위나 하고있는새끼들,욕설
1237,개웃기네 시발ㅋㅋㅋ,욕설
1238,진짜 나라 꼴이 애미 씹창났네 아주,욕설
1239,이력서에 롤이 씨발 ㅋㅋㅋ,욕설
1240,미친씨발 이게 무슨 나라냐,욕설
1241,이 병신들은 자기들이 방구석에서 부랄만 긁고 있는데,욕설
1242,웹 반일씹덕 좆나패는중,욕설
1243,근첩들 말투 존나 역겹네 시발,욕설
1244,ㄹㅇ 좆리웹 병신들 아직도 대가리 안깨졌구나,욕설
1245,대통령 새끼부터가 중국 기생충 잠식당했고 그거 처빨아재끼는 새끼들도 존나 답 없는데,욕설
1246,아 우리가 존나 병신이구나,욕설
1247,여기서 웃는애들 애미없음,욕설
1248,외국인한테 국뽕컨텐츠 시발 개역겨웠는데 이런거보니 속이 시원하노,욕설
1249,평소에 개좆같이 사람대하는 놈들 일벌백계 했다고 생각하니,욕설
1250,난 옹호할란다 조선족새끼야,욕설
1251,시발 자수하라온 살인범을 다른 경찰서로 그냥 보낸건 진짜 레전드다,욕설
1252,닥쳐 이 병신아,욕설
1253,이새끼  의인이 아니라 순또라이새끼였네,욕설
1254,뒤진새끼도 전과보면 사람이 할짓이아닌데,욕설
1255,결국 좆족새끼때문에 여러사람 신세조진거네,욕설
1256,바퀴벌레 새끼들이 아무리 좆같아도 그걸 법으로 치워야지,욕설
1257,아주 마인드가 좆같은 새끼네 이거,욕설
1258,지가 적었는데 어쩌라고 씨발 일베충을 일베충이라고 못부르게하네 개새끼야,욕설
1259,일베 버러지 새끼들 동지의식 느끼고 풀발기해서 커버치는 꼬라지보소,욕설
1260,멀쩡한사람도 병신으로 만들어 버리니까,욕설
1261,일베 버러지 새끼들 동지의식 느끼고 풀발기해서 커버치는 꼬라지보소,욕설
1262,저 좆족새끼는 언제 디져도 이상하지 않을 행동거지네,욕설
1263,댓글에 조선족들 존나 많네 ㅋㅋ,욕설
1264,잘들어라 씨팔련들아,욕설
1265,배운다면서 듣고만있네 받아적어 씨발년아,욕설
1266,알아서 해 씨발련아,욕설
1267,멍때리지말고 받아쳐적어 시발련아,욕설
1268,그것만 봐도 좆돼봐라 하고 폭로 한게 맞음,욕설
1269,씨발 이거면 암윤환 진짜 레알 좆병신이네,욕설
1270,니가 더 좆병신임 월 200도 못버는 루저새끼가ㅋㅋ,욕설
1271,이새끼는 암퀴 빼박이네 ㅋㅋ,욕설
1272,스방게 새끼들 신났노 남녀문제 저거알아서 하믄되는걸 아침부터 풀발기중이고 다들,욕설
1273,이새끼는 그냥 욕박고싶어서 안달란 놈이네,욕설
1274,이러고있네 찌질한새낔ㅋㅋ,욕설
1275,가사반반이딴말하는 한남충들보다 훨씬멋짐,욕설
1276,와 진짜 존나이쁘네,욕설
1277,썅련 확실히 옷입어야 꼴려,욕설
1278,ㅈㄴ 노꼴인데 왜빨지 븅신들,욕설
1279,사람인데 개좆같음,욕설
1280,개좆이 개좆으로보이나,욕설
1281,좆찐따 병신,욕설
1282,짱깨 좀 꺼져 시진핑은 바퀴벌레만도 못해,욕설
1283,시발련ㄴ아 저딴새끼랑 비교하지마,욕설
1284,존나 패고싶네 시발,욕설
1285,경기당 저정도면 존나 못박은거지,욕설
1286,존나 대단하다 생각하는데,욕설
1287,그니까 씨발 ㅋㅋㅋ  그냥 딜 못넣는편이라는데,욕설
1288,여기 이제동팬 존나많아서 개열폭함,욕설
1289,아니이 개병신새끼는 자꾸딜링 순위,욕설
1290,혼자 딜량 얘기쳐하고있어 이거랑 위에 댓글쓴새끼둘다개병신임,욕설
1291,이제동이 신이냐 하는건 존나게 역겹네,욕설
1292,뒤에서 궁도 못박는새끼들 못봣냐,욕설
1293,씹ㅋㅋㅋㅋㅋㅋㅋ 존나 좋은데?,욕설
1294,와 씨발근데 프통령이랑 이탈리아총리는 진짜 ㄱㅐ 좆같겠다,욕설
1295,말안듣는 초딩새끼들 데리고 자습시간 감독하는 반장느낌이겠네,욕설
1296,씨발 내 시드 현타온다,욕설
1297,가격괜찮네 산수갑산 맛도없고 가격씹창렬,욕설
1298,거기 돼지냄새 존나나고 맛대가리 없는데,욕설
1299,씨발럼아 미안하다,욕설
1300,내후임이 저렇게 끓여왔으면 아주씨발,욕설
1301,야이 개그튼 새1야 후임한테 가오잡지마라 콱 그냥,욕설
1302,로아큐탄 2주면 개좆피부도 정상인가능,욕설
1303,등드름에 존나 싸주고싶다,욕설
1304,짜장국을 만들엇네 쓰벌,욕설
1305,진짜 퇴물새끼는 저새끼 아니냐,욕설
1306,진짜 대깨문답다ㅋㅋㅋ,욕설
1307,삭제하면 영자 조선족,욕설
1308,자한당병신들 할짓없다없어,욕설
1309,시발 샤워기 필터 때존나낀거봐라 새거로좀갈아라 그지냐,욕설
1310,이게 바로 짱개새끼들 때문임,욕설
1311,응 시진핑 마우저뚱  개 씹돼지새끼,욕설
1312, 넵 좆뉴비 여론조작용 좆족 계정 나가주시고요,욕설
1313,대깨문새끼들도 같이 손잡고 나가줬으면,욕설
1314,튀김가루 가져와  ㅅㅂ,욕설
1315,누구야 존나 이쁘다,욕설
1316,하여간 유비 좆포퓰리즘새끼 쩝쩝대는어떤새끼마냥 주위에서 한마디하니까 바로혹하네,욕설
1317,줏대없는 무능력한 허수아비 바지사장 짱깨새끼,욕설
1318,시발 개 웃기넼ㅋㅋㅋ,욕설
1319,밑에 글이랑 다른 새끼임,욕설
1320,시부럴 지력 70따리도 저정도 머리는 있는데,욕설
1321,시발 ㅋㅋㅋ 맨발,욕설
1322,예수 씹새끼지 예수새끼,욕설
1323,와 씨발 저러다가 유리같은거 밟으면 좆같을거같은데,욕설
1324,존나 전략적요충지 북한군남침하듯이 위에서 아래로 핥으면서 내려오고싶다,욕설
1325,평균 메퇘지 외모의 여성이 오빠 개꼴려요 이딴 댓글 싸질렀다고 상상해보셈,욕설
1326,저거 꼬추새끼들임,욕설
1327,으따.. 깊숙한곳에 넣고 시원하게 싸지르면 소원이 없당께,욕설
1328,별 미친놈을 다보겠넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,욕설
1329,씨발련 ㅋㅋㅋ 좋아요 하나에 망상펼치는거보소,욕설
1330,모르겠다시발 고소하면먹힐거같다,욕설
1331,시발 둘다 맞춤법 봐라,욕설
1332,골빈년놈들끼리 만나는구나,욕설
1333,여자가 마음 존나 남은거 같은데 ㅋㅋㅋ,욕설
1334,선거철 되니깐 별 ㅈ같은 법안이 나오네 ㅋㅋㅋㅋㅋ,욕설
1335,ㄹㅇ 윗새끼들 몰카충인가 봄,욕설
1336,미투지지하던 병신들 여럿 미투로 인생조지는거 씹꿀잼이었는데,욕설
1337,국계이원 쇠퀴둘 개쇼뤼 말고 쫭봑아논 마수쿠나 사회환원 하쉽쉬요,욕설
1338,26만명 개소리에 청원한새끼들 줄줄이 성범죄자로 잡혀들어가겠노 엌ㅋㅋㅋㅋㅋ병신들,욕설
1339,민좆당 저러는거 보니 일부러 이 타이밍에 잡고 터뜨린거 맞는거같냐,욕설
1340,븅신들 불법촬영물은 당연히 소지만해도 잡아가야지 뇌가 썩어들어갔나,욕설
1341,맨날 일진들한테 쳐맞은 새기들이 근근웹에선 사이트 여포임,욕설
1342,그와중에 정액로또는 뭐야ㅅㅂㅋㅋ ㅈㄴ궁금하네,욕설
1343,멀쩡한척 댓글다는놈도 까보면 글분위기에 맞게 휩쓸리는놈 존나많을듯,욕설
1344,현실세계에선 ㅇㅈ도 못받는색기들이 애니에 쳐빠져서,욕설
1345,오리진 게임 존나 싸가지없네,욕설
1346,말하는거 존나 싸가지없네,욕설
1347,도발 오지네 ㅆㅂㅋㅋ,욕설
1348,한국말 좀 할 줄아는 외쿡인이 상대하는데 이게 진짜 ㅈㄴ 갑갑함ㅋㅋㅋ,욕설
1349,개좆같은 시골인심 근황,욕설
1350,베충이씨발새기들 진짜 경북이미지 개망치네 엔간치해라,욕설
1351,꼭 막판에 저렇게 오바를 쳐 하더라 병신들,욕설
1352,이런 좆주작은 뭐냐.,욕설
1353,시발 거기가 몇평인데 이렇게 주는지 진짜 너무 양심없더라,욕설
1354,시골에 좆같은 새끼들 많긴 한데,욕설
1355,트럼프보유국 존나 부럽다,욕설
1356,대놓고 저렇게 씹짱깨 저격할만한 사람이 대통령이라는게 부럽다,욕설
1357,개씹전라도새끼들 ㅂㄷㅂㄷㅋㅋ,욕설
1358,트럼프새끼가 조온나 대통령 감이 아닌 이유가 저런데서 나타난다,욕설
1359,저새끼가 장사꾼인지는 몰라도 정치가나 행정가로써는 거의 빵점 수준임,욕설
1360,지 예상대로 1년동안 좆 병신짓할 거라 장담한다,욕설
1361,트럼프새끼가 협상은 잘해서 이득을 취할지는 모르지만,욕설
1362,정치 행정적 통제력은 좆병신이라서,욕설
1363,코로나때문에 당분간 좆병신 국가로 변하가 될것이다,욕설
1364,그씨발 코로나만아니면 다괜찮은거아님,욕설
1365,콘센트시발ㅋㅋㅋㅋ너무한거아니냐,욕설
1366,아 시발 배잡고 웃어따 ㅋㅋㅋㅋㅋㅋ,욕설
1367,나연 끝이없네 시바ㅋㅋㅋㅋ,욕설
1368,와 ㅋㅋㅋㅋㅋ 이렇게 보니까 인면어 좆나 심각하네 ㅋㅋㅋㅋ,욕설
1369,와 존나 잘찾네 ㅅㅂ거 ㅋㅋ,욕설
1370,소방차 존나징그럽네 ㅋㅋ,욕설
1371,이새끼 트와이스 매니저임?,욕설
1372,ㅋㅋ미친새끼아니야 어지간한 애정아니고서 이정도로 찾는것도 못하겠다,욕설
1373,아니 씨발년이적당히좀하지 웃다가배찢어졋잔아 ㅅㅂ,욕설
1374,ㅋㅋ시발새키ㅋㅋㅋㅋㅋㅋㅋㄱ,욕설
1375,ㅋㅋㅋㅋ존나웃기네 빻자친구와 어꺠를 나란히,욕설
1376,너무 인권 보호해줘서 ㅈㄹ같은데..,욕설
1377,전에는 정치권은 지랄같아도 나라는 멀쩡했다,욕설
1378,좆중복이야 민식이 애미야,욕설
1379,어디서 웃어야되냐 씨발,욕설
1380,흥행 씹좆망인 영화인데 난 재밌게 봄,욕설
1381,이거 완전 병신이네 ㅋㅋ,욕설
1382,병신인가 ㅋㅋ 니처럼,욕설
1383,이병헌 좆빠는 애들은 어차피 볼 생각없음ㅋㅋ,욕설
1384,누가잘하느니 싸우는애들이 븅신임,욕설
1385,애미뒤진소리하내 ㅋ,욕설
1386,이런 새끼들때문에,욕설
1387,다걸고 이새끼 손스타 못한다ㅋㅋ,욕설
1388,에미뒤진 혐산당새끼들은 또 맵탓하고 자빠졌네,욕설
1389,이영호가 액땜해준거다 ㅈ같은소리마라,욕설
1390,멍멍이 표정이 시밬ㅋㅋ,욕설
1391,말도 안되는 카더라는 왜적음 병신새끼,욕설
1392,김세정한테 줜나맞고싶다,욕설
1393,크로스핏 존나잘할거같다,욕설
1394,ㅋ개족밥인데,욕설
1395,ㄷㅊ 쪼다년아,욕설
1396,이 븅신들은 지보다 잘나면 개겉이 물고 늘어지드라,욕설
1397,병신 ㅇㄷ,욕설
1398,위쪽방향으로 존나 쎄게 치면 어케 돼?,욕설
1399,위쪽에서도 존나썌게치면 무너져,욕설
1400,너가 존나썌게치는게 자동차 무게보다 더 쌤?,욕설
1401,이새끼 정체가 진짜 존나궁금하네,욕설
1402,낼름낼름 존나귀엽네 ㄹㅇ,욕설
1403,이 미친새끼가,욕설
1404,선 넘네 씨불로미,욕설
1405,미쳤네 조선족같은놈,욕설
1406,너는 죽자 제발,욕설
1407,제발 죽어,욕설
1408,자지라니 에휴 미친새끼 다보겠네,욕설
1409,미친새끼가 왤케많냐,욕설
1410,씨발 짱깨인거 감안해도 존나귀엽네,욕설
1411,한국 씨발 버러지같은년들 정신개조 시급하다,욕설
1412,김치녀들한테 저런 걸,욕설
1413,헬조선에서 방영하면 김치 씨x,욕설
1414,메갈 꼴페미년들이 입에 거품물고 지x,욕설
1415,이지랄 할거면서,욕설
1416,그렇게 원하는 개 병x같은 년들,욕설
1417,센징이들은 구시대적 드라마라고 개지랄할듯,욕설
1418,이렇게 틀려쳐먹냐 병신년들,욕설
1419,지랄하더니 일드에 감정이입 오지게 하네,욕설
1420,응 피싸개 한녀충은,욕설
1421, 존나 재밌지..,욕설
1422,야동인줄 알고 품번 ㅇㄷ 찍을라했는데,욕설
1423,ㅅㅂ처음엔 야동인줄 알았더니,욕설
1424,쿵쾅이들이 이게시물을 싫어합니다,욕설
1425,개쓰레기 같은 조선 씹구녕들에게는 기대할 수 없는,욕설
1426,이거 ㅈㄴ 재밌는 드라마 ㄹㅇ,욕설
1427,그 쥐ㅈ만한 용돈모아서,욕설
1428,좋다고 헤벌쭉하는 병신들이 대부분인데ㅋㅋ,욕설
1429,피싸개니 한녀충이니 이것도 그 ㅈ같은 미러링이냐,욕설
1430,씨발련아 그냥 일하고 돈벌어 내가 집안일할께,욕설
1431,보빨 막장 드라마만 처 만들어서,욕설
1432,한국은 시발 어디 노처녀가 재벌 만나는 개 어처구니 없는,욕설
1433,ㅈ같은걸 학습해버림,욕설
1434,돈도 못버는년들이,욕설
1435,진짜 지랄나게 이쁘게 꾸미는 여자애들이,욕설
